-0.00397512,-0.00456081,-0.0403885,-0.0288111,0.052002,-0.0134977,0.0511883,-0.0250088,-0.0141303,0.0392864,0.0709183,-0.0298512,-0.000335243,-0.00994159,0.049823,0.0849977,-0.0826733,0.0122914,0.000392626,0.0411047,0.00406586,-0.0191041,0.0405622,-0.0414484,-0.0208059,-0.0111946,-0.0630365,-0.0371865,-0.0385814,0.00229065,0.0772224,0.100601,-0.057222,-0.0340303,0.0662345,0.015676,0.0251898,0.0240058,-0.036528,-0.00673221,-0.0309168,-0.106081,0.0371873,0.0216929,0.000646662,-0.0392585,-0.0039065,0.0167688,0.0302766,0.0618402,-0.0222054,-0.0700903,0.00461814,-0.000415906,-0.0336361,0.0104061,-0.0620846,-0.0501198,-0.00491677,-0.0451407,-0.0464263,0.0506921,-0.0129637,-0.0130161,0.106076,0.0787572,0.0527589,-0.0472127,-0.00747485,-0.0162948,-0.0531777,0.0306118,0.0489583,-0.0320014,-0.0153771,-0.012048,-0.0067306,0.0113992,0.0131673,0.0573037,0.0662988,0.00624797,0.0249237,0.042405,0.0143275,-0.0123126,0.201257,0.0800921,0.022712,0.0449238,0.0609022,0.142889,0.145743,0.0720642,0.03556,-0.0431088,0.0102582,0.0359416,0.0309894,0.00426591,-0.0358467,-0.0975179,-0.0493235,-0.0201889,0.0276196,-0.075341,0.00579876,-0.00302989,-0.0228093,0.0956682,0.0266252,0.0486487,0.118564,0.0472844,0.0211822,0.0467428,0.0134437,-0.00753373,0.00440269,0.0611689,-0.0265346,0.0457287,0.00693313,0.03653,0.0740468,0.0295244
-0.0161274,-0.0253339,0.0351351,0.00829825,0.0390148,-0.0110898,-0.0204688,-0.0085855,0.00133119,0.0208069,0.00340551,-0.0477826,-0.00104363,-0.0633174,0.0275763,-0.00335988,0.060665,0.0829717,0.0521681,-0.117254,-0.0367187,0.0662997,-0.0199718,-0.0308797,0.0213227,0.0327251,0.0115508,-0.0705225,-0.0642704,0.0170582,0.061074,-0.0228217,-0.0537145,0.0373136,-0.0269086,0.0243719,0.0449623,0.00611761,-0.0319833,0.0322859,0.0895517,-0.0385804,-0.0611755,0.00619001,0.0145963,0.0454211,-0.0263019,0.00959988,0.0479956,-0.0128496,0.0191944,-0.0764516,0.0103996,0.0656818,0.014966,0.0359796,0.00280627,-0.0210761,0.00391011,-0.0587595,0.0459984,-0.00184557,0.0100708,0.0210022,0.0696283,0.078467,0.0721111,0.00917954,-0.0187918,0.0888968,0.104042,-0.0232106,0.0651411,-0.0201108,0.0161587,0.0796941,-0.00488516,-0.000957989,0.0252999,0.0730516,0.0419268,0.0560464,0.022603,0.129242,0.120574,0.190903,0.201719,0.176217,0.164018,0.265138,0.158643,0.122792,0.118433,0.0638793,0.097693,0.0629581,-0.00677608,0.0798066,0.0211875,-0.0121271,-0.0801266,-0.0357189,0.0314883,0.0267209,0.0422982,-0.0781487,0.016247,0.096437,0.00817266,0.0247535,-0.0424562,0.0249442,-0.0019681,0.0122635,0.0590913,0.0910655,-0.00417319,-0.0166384,0.077516,-0.0280111,0.0191328,0.0610823,0.0263386,0.0464018,-0.0965153,-0.0270525
-0.0184584,0.0770585,0.0787023,0.0100518,-0.0106497,-0.00502331,0.0172882,0.0113421,0.0284727,-0.0102338,0.0912356,-0.0386809,-0.0103955,0.0267152,-0.046342,-0.0283019,0.0168081,0.0372023,0.00352218,-0.114868,0.0323543,0.0289828,0.0949318,-0.0217334,0.0276335,-0.0125272,-0.0827174,-0.0528191,-0.016857,-0.0201531,-0.0353983,-0.00446384,0.0510658,-0.0125063,-0.00560285,0.00987238,0.0542814,0.0203733,-0.0316809,0.0320819,0.0872032,0.132018,0.0520087,-0.0257544,-0.0286299,0.0639531,0.0018009,-0.0222223,0.021052,0.107926,0.0385009,-0.0936568,-0.0219526,0.0330505,0.0227302,0.0501213,0.0174975,0.0438018,-0.0246895,0.0138625,0.0139397,-0.0275301,-0.0468275,0.0230167,0.0301374,0.0826335,-0.0276908,-0.0769251,0.0288018,0.0396198,0.0234753,0.112585,0.0703532,0.0842581,-0.022106,0.02157,0.0743048,0.0375371,0.0427481,-0.0161833,-0.0837983,0.020776,0.141349,0.163696,0.235089,0.265672,0.362082,0.408314,0.380093,0.362116,0.345305,0.0986007,0.222761,0.15402,0.207933,0.146922,-0.0114535,0.0572345,0.0504132,-0.0522046,-0.0443565,0.042978,0.00792927,0.039628,0.0346372,-0.0705993,0.0351379,0.0476904,-0.0354746,-0.0180469,-0.00733312,0.0577585,0.0395046,0.0830127,-0.0256039,0.101443,0.0562441,0.000320888,0.0354335,-0.0680643,-0.0868829,-0.0711204,-0.0986425,0.0360352,-0.0503244,0.0552397
-0.00616673,0.0281799,-0.044346,0.0271338,0.00159372,0.035076,0.00619721,0.00922831,0.0146736,0.0488036,0.000610362,0.133456,0.05589,0.0151929,-0.0541987,-0.0341296,-0.00139717,-0.00878318,0.0431585,0.00859542,0.0166995,0.0883031,0.0621189,-0.0057093,0.0253966,0.0328031,-0.0517044,0.0442185,-0.00900678,0.074009,-0.0296314,-0.0526615,-0.0144185,0.0185073,-0.00161426,0.057804,0.0275555,0.0913287,0.0250074,-0.0703694,0.0941917,0.0350952,-0.016185,-0.0531045,0.0643609,0.0584866,0.0194037,-0.0728841,0.0581973,0.0328564,-0.0730392,0.0129164,-0.0221253,-0.033469,0.041402,-0.00272658,0.0581256,0.010641,-0.0621277,-0.0462242,-0.0800936,0.0916077,0.0340694,-0.0589915,-0.00686451,-0.0439279,0.013873,-0.0467539,-0.0706154,0.00498275,-0.0230389,-0.0427097,0.046261,0.0965983,0.000222318,0.012337,0.0538093,-0.0470601,-0.0361362,0.020579,0.0380419,0.0725523,0.0656313,0.117665,0.269656,0.460364,0.743628,1.16863,1.1236,0.782249,0.604412,0.401464,0.248379,0.141843,0.131572,0.0471738,0.0357772,0.0192875,0.048431,-0.0260688,-0.0516135,-0.0217762,-0.113998,-0.00357292,0.0173045,-0.0212592,-0.0419959,0.0545751,0.0274988,-0.0394615,0.0509435,0.00827544,-0.0478657,0.0044697,-0.0371683,0.0173958,0.0250323,0.0058804,0.00340107,-0.0514699,-0.03656,0.046171,-0.0235301,0.0527067,0.126606,0.0234316
0.0715211,0.0681815,-0.0148551,0.0135722,0.0424289,0.0254592,-0.00963117,0.0368419,0.0288225,0.0108743,0.00780695,-0.0762627,-0.0759244,-0.0108666,-0.0128996,0.0379251,0.0325916,0.0327053,0.00220094,0.0125813,0.0436428,-0.0651646,-0.0843204,0.00825103,0.0503102,-0.0335921,-0.0437117,0.0261199,0.0166161,-0.0175724,0.0866125,0.0301359,0.0914231,0.0252877,-0.0577679,-0.00840639,0.0682098,0.0319401,-0.0439781,-0.117501,0.0260034,0.00796347,-0.0220851,0.0290043,-0.01999,-0.01257,0.0272386,-0.0538931,0.0646368,-0.0316829,-0.0127239,-0.098772,-0.104457,-0.00991325,0.0459481,0.0750896,-0.000950179,0.0248831,-0.117833,0.0450434,-0.0255084,-0.0585298,-0.0354978,-0.0372353,0.00544262,-0.103984,-0.0525105,0.0382863,0.0031105,-0.0616143,-0.00968005,0.00022157,-0.0154158,-0.00305838,-0.0206232,0.00689968,-0.00888812,-0.0416953,-0.0632641,-0.0380139,0.0159132,0.163818,0.0959304,0.133978,0.310036,0.96789,2.20373,4.23004,5.15975,2.98867,1.13976,0.713721,0.372707,0.153933,0.0220134,0.1025,0.0605086,0.0452945,0.0350096,-0.0392417,-0.0300469,-0.00773996,-0.0348848,-0.0582294,-0.0627958,0.013112,-0.0383489,-0.0862212,-0.00405507,0.0588401,-0.0372665,0.0402759,-0.0717633,0.0219934,0.0427709,0.0656893,0.00624485,0.0342666,0.00593961,-0.060543,0.00505165,-0.0266853,0.0516433,0.0724007,-0.017855,0.0435459
0.0614741,0.0922119,0.123683,0.00787609,0.041109,0.0537782,-0.0101959,-0.00266338,0.031304,0.0968973,-0.00724383,-0.0199929,-0.0546803,0.0380197,0.0867063,-0.0398905,-0.0158213,-0.0107941,0.0433112,0.0380892,0.0928091,-0.031327,0.0170487,-0.011434,0.0494307,-0.0212651,0.0752137,0.00523473,-0.00920344,-0.108082,0.00372108,0.0637246,0.0692266,-0.0219708,-0.0196538,0.0134407,0.00314862,0.013801,0.0535715,0.0305082,0.0352801,-0.0435856,-0.0261989,0.0935283,-0.0290456,-0.0616503,-0.0443673,-0.0219744,0.0269886,0.00987453,0.0415004,-0.0184765,-0.046562,-0.0757839,-0.0782202,-0.0986793,-0.0054182,-0.00364841,0.0762453,-0.0139159,0.0537807,-0.0425039,0.0684573,-0.070399,-0.0321386,0.0483483,0.0888548,-0.0262494,0.0296705,0.0195084,0.0340599,0.0351483,0.014506,-0.0647293,-0.0349531,0.0241631,-0.081335,0.0236559,0.0742877,-0.0383089,0.0338251,0.0448374,0.12084,0.172621,0.546177,2.11363,6.94789,13.3844,14.3399,8.02615,2.48886,0.936415,0.388017,0.196052,0.282531,0.157997,-0.0367773,-0.0213855,-0.00133495,-0.0602786,-0.0623515,0.043782,0.102881,-0.0470418,-0.032185,-0.0289238,-0.0130822,-0.0277128,-0.0837609,-0.0315039,0.00258843,0.010073,-0.0800183,-0.0385349,-0.00905818,0.0177429,0.00266319,0.0544937,0.0208475,0.0507872,0.00159059,-0.0343692,0.0109563,-0.0251219,-0.0646785,0.0754179
0.0223244,0.0108275,0.0239031,-0.00566364,-0.0530667,0.0182983,0.027259,0.0314176,-0.0425138,0.040264,0.0685016,0.00561346,-0.0517074,-0.0580636,0.0445208,0.0890077,0.012552,0.0209776,-0.00593742,0.03114,-0.023439,0.131723,0.0316962,-0.0607376,0.0535434,-0.0121036,-0.0383746,0.169046,-0.0499855,0.0139774,-0.00994952,-0.0484919,-0.0636599,-0.0768502,-0.0247044,0.0583876,-0.0305408,-0.0693492,0.0328653,-0.0304918,0.0359498,-0.0234727,0.0618818,0.0554346,0.0146747,-0.0332673,-0.0414728,-0.0859081,0.0272076,-0.0860984,-0.0138108,0.0431945,0.0416773,0.115161,-0.0866989,-0.0749966,0.0187596,-0.0985011,0.0366044,-0.00456276,-0.023956,-0.0171949,0.00778507,0.00578776,0.0362527,-0.0511834,-0.0658177,0.0176151,0.0334952,0.00628492,-0.0304313,0.0664743,-0.0804323,-0.0586386,-0.0359988,-0.0135057,0.0854813,-0.0289304,0.0482214,0.0421491,0.120208,0.0387323,0.112423,0.344639,0.604127,2.65176,8.96152,16.8246,16.7921,9.50111,2.63963,0.96728,0.389022,0.204029,0.0707783,-0.00647299,-0.0536931,0.0560096,0.00890741,-0.057362,0.0100339,0.0465639,-0.0277746,-0.0150119,-0.0227881,0.00266577,0.00439915,-0.0312216,-0.0773331,-0.0566703,0.0266744,-0.0401463,-0.0824497,0.077643,0.0320848,-0.0161832,0.0068231,-0.018447,-0.00552628,-0.0278411,0.0838513,-0.0326266,-0.0370521,0.017868,0.0208599,-0.0106033
0.0326249,0.0202772,0.0490021,0.020444,-0.0196151,0.0281613,0.0893478,0.0131683,-0.0294797,0.00435447,0.121329,-0.0195321,-0.00662908,-0.063806,-0.0255348,0.00749983,-0.0311353,-0.053257,0.00953525,0.0270427,-0.0389133,0.0750261,-0.05895,-0.124855,-0.00322039,0.0176258,0.0528567,0.0134932,-0.0417129,-0.0371424,0.0515977,0.0606063,-0.0521488,-0.0398269,0.0110508,-0.0207382,-0.0462826,-0.0169971,-0.0401702,-0.0311089,0.0998812,0.0441612,0.0494124,-0.0364824,0.0324411,-0.0311181,-0.0426573,-0.001568,0.0732572,-0.0527933,-0.0946836,-0.0855938,0.0938694,0.151161,-0.00907341,0.0020028,0.0162464,-0.0114261,0.0638977,0.00854277,-0.0927024,0.0576573,-0.0265014,0.0503374,-0.0841399,-0.0631853,-0.0704835,-0.105586,-0.0770241,0.00730921,0.0822513,0.0322843,-0.0405371,-0.0343447,-0.0647102,-0.0187046,-4.75366e-05,-0.0367686,-0.0399968,0.0397373,0.120575,0.0831785,0.255072,0.324332,0.562302,1.90775,5.37557,10.4977,11.2,5.80622,1.90369,0.637579,0.344926,0.14992,0.0186882,0.129512,0.118717,0.00703087,-0.00879258,0.0198636,0.069387,-0.00642534,-0.00177065,0.0481708,-0.05566,0.0485863,-0.0113063,-0.00971573,0.053698,-0.0311875,-0.00803989,-0.0199594,-0.032343,-0.0152532,0.0131246,0.105945,5.15093e-05,-0.0367486,0.0533306,0.0565415,0.0341267,-0.0170224,0.180938,0.0102342,-0.0594692,0.0259698
-0.0196647,-0.00487261,0.010844,-0.00319169,0.0638616,0.0790632,0.079156,-0.0399656,0.0138647,0.0459114,0.0469036,0.0250954,0.055806,0.00484465,-0.0510813,0.00729104,-0.0089767,0.00400466,-0.0785867,0.0163795,0.0183671,-0.0212072,-0.0598178,-0.0683648,-0.0267497,0.00958186,-0.0468409,-0.080345,-0.0905705,-0.0468502,-0.00358451,-0.107914,-0.0924233,0.072721,-0.0414806,-0.00677597,0.141661,-0.0448542,-0.0411376,-0.0753462,0.0598506,0.00321984,0.00666561,-0.0608779,-0.0469921,0.0513488,0.0528725,0.0600629,0.0516774,0.0919145,0.0623229,0.0305825,-0.0153983,0.0349881,-0.0063663,-0.00650253,-0.0348057,-0.0148287,0.0202125,-0.0346005,-0.074528,-0.0120843,-0.0210776,-0.0142127,0.00134393,-0.00879873,-0.117717,-0.0536442,0.0438461,-0.0146756,0.00688288,0.0538844,-0.0534613,-0.0913972,0.0334982,0.0122965,-0.0904219,0.00356011,0.0441351,0.0512976,0.103927,0.107829,0.234887,0.178207,0.412975,0.993427,2.09464,4.06578,4.51593,2.58502,1.07939,0.407674,0.182509,0.172353,0.0716366,0.0540993,0.088535,0.0712936,-0.0606785,0.0968397,0.00747328,-0.0279015,0.0365551,-0.0622165,0.00920602,0.0682544,0.079727,0.019735,0.0644114,0.0432444,0.0784997,0.0502259,0.0319401,-0.0177342,0.0847131,0.154062,-0.0328924,-0.00113793,0.0468936,-0.00494094,-0.018562,-0.109051,-0.0197134,0.0213713,0.0161058,0.0691598
0.0160738,0.117081,-0.0344822,-0.0400739,-0.037548,-0.0157648,-0.0193712,-0.00580579,-0.025517,0.0197918,-0.0465983,-0.0465853,0.0906563,0.0188165,0.0517794,-0.0881827,-0.000437343,0.0639035,-0.0597197,-0.0322853,0.0417367,-0.0523538,0.00744055,0.111016,-0.0713145,-0.11275,-0.0421836,-0.107548,-0.0603268,-0.000463541,-0.104745,-0.0891673,0.0136287,0.0531289,-0.0752271,-0.0667896,0.0121237,0.054538,-0.0778536,0.00949311,0.00982542,-0.0516779,-0.00584181,0.0281831,0.0210469,0.0352811,0.0154153,0.00837728,0.0437461,0.0836598,0.0163697,-0.00878264,-0.0440495,0.0329581,-0.0399037,-0.10508,-0.0227611,-0.0897658,-0.0988348,-0.00726745,-0.0469022,0.0161855,0.00181056,-0.0778018,-0.100115,0.0358204,-0.01346,0.0352655,-0.0245825,0.0100209,0.0386454,-0.00288072,-0.0225446,-0.0699022,0.0135882,0.0266382,-0.0224374,0.0446083,0.116712,0.0403506,0.0644018,0.0703953,0.0836712,0.0682417,0.228493,0.44473,0.674456,1.27172,1.48982,1.02008,0.532606,0.314664,0.0994351,0.0715602,0.0580056,-0.0448213,0.0223029,0.0328089,-0.0182089,0.0225391,-0.0607185,0.0555635,0.01958,-0.0140322,0.100965,-0.0186391,0.0779255,0.0213005,-0.0752834,0.00710376,0.123416,-0.0286495,-0.0135363,0.0227503,0.0452664,-0.105473,-0.054127,-0.00744273,-0.0445633,-0.0464799,-0.038768,-0.0995166,-0.0448287,-0.0304941,-0.037051,0.0231746
